state_id,drug,n_samples,spearman_rho,p_value,q_value
A0_L1_9,MLN120B,453,-0.0457,0.3318855028368327,0.6674724843812632
A1_L1_4,KN92,85,-0.0457,0.6775827918772908,0.8842376993557574
A1_L1_0,Foretinib (XL880),453,-0.0456,0.3331644204188009,0.6678368595527208
A3_L1_0,Metformin,43,-0.0456,0.7717807674445161,0.9216316568637566
A1_L1_10,GSK-1838705A,453,-0.0456,0.33253349246710884,0.6674724843812632
A1_L1_16,AZD1480,456,-0.0456,0.33155584289067097,0.6674176058188831
A3_L1_13,GW-2580,440,-0.0456,0.33969591837481594,0.6730951402760815
A3_L1_8,Bosutinib (SKI-606),456,-0.0456,0.331315574438098,0.6674176058188831
A3_L1_10,Vandetanib (ZD6474),481,-0.0456,0.31801780390835366,0.6552709817985353
A3_L1_0,AGI-5198,299,-0.0455,0.4326453558697514,0.7443261432811643
A0_L1_13,AGI-5198,299,-0.0455,0.43288981238416346,0.7444984290656903
A3_L1_8,Entospletinib (GS-9973),313,-0.0454,0.42346380462402666,0.7381151500334454
A1_L1_14,Cytarabine,329,-0.0454,0.412275456554158,0.7307331682599396
A1_L1_12,Foretinib (XL880),453,-0.0453,0.3357448722350923,0.6690876952392891
A1_L1_12,Baiclein,45,-0.0453,0.7674051727492192,0.919930233231042
A2_L1_0,AZD1480,456,-0.0452,0.33505998486213817,0.6690876952392891
A0_L1_9,BI-2536,110,-0.0451,0.6396544948504514,0.865152239980977
A1_L1_9,Cediranib (AZD2171),454,-0.0451,0.33781276238255,0.6710795023299615
A2_L1_9,Palbociclib,295,-0.0449,0.44276679471566627,0.7505556016079337
A1_L1_1,Masitinib (AB-1010),448,-0.0449,0.3432406142028789,0.6752946917745967
A1_L1_0,PP242,458,-0.0448,0.3384764349093444,0.6714985374586007
A2_L1_4,Crizotinib (PF-2341066),470,-0.0448,0.33208103477724005,0.6674724843812632
A1_L1_4,Ruxolitinib (INCB018424),449,-0.0447,0.34447003411341093,0.6761466914941997
A1_L1_8,SGX-523,453,-0.0447,0.3429505685911932,0.6752145686608426
A1_L1_13,Elesclomol,431,-0.0447,0.35428251784116793,0.6842839908458695
A0_L1_4,GDC-0879,456,-0.0447,0.3412626953261143,0.6746902777493331
A3_L1_5,PP2,85,-0.0447,0.6846237765050598,0.8855279898114968
A1_L1_16,XAV-939,270,-0.0447,0.4646630370224448,0.7653854488680016
A1_L1_6,Canertinib (CI-1033),455,-0.0446,0.3424118409450583,0.6749679103408269
A2_L1_4,Lenvatinib,343,-0.0446,0.40980307788208925,0.7275999664573177
A2_L1_12,KI20227,405,-0.0445,0.3717016394741234,0.7002583302156078
A1_L1_14,GSK690693,447,-0.0445,0.34758503264000384,0.6793906690945851
A3_L1_3,Masitinib (AB-1010),448,-0.0445,0.3475717919795144,0.6793906690945851
A3_L1_13,Rapamycin,466,-0.0445,0.33799537884694153,0.6712272097536955
A3_L1_13,KN93,86,-0.0444,0.6850594318922357,0.8855279898114968
A1_L1_6,NVP-ADW742,444,-0.0444,0.35029273534777317,0.6821026881771964
A1_L1_3,Axitinib (AG-013736),476,-0.0443,0.33441887985795604,0.6688377597159121
A1_L1_7,Lenvatinib,343,-0.044,0.41641610633046755,0.7336686158706731
A3_L1_13,INK-128,458,-0.044,0.34696288423375565,0.678968311939593
A1_L1_4,Idelalisib,444,-0.044,0.3547108595456314,0.684684722659687
A0_L1_11,YM-155,459,-0.044,0.3470404162155758,0.678968311939593
A3_L1_9,Sunitinib,488,-0.044,0.3323062246217986,0.6674724843812632
A2_L1_4,AT-101,85,-0.044,0.6891339606689724,0.8856133393441074
A1_basin_edge_0,Baiclein,45,-0.0439,0.7745934144196325,0.9223503113560411
A1_L1_14,MGCD-265,448,-0.0439,0.35424684294469655,0.6842839908458695
A2_L1_4,Saracatinib (AZD0530),450,-0.0439,0.35279923994076645,0.6841745256560913
A3_L1_8,GW-2580,440,-0.0439,0.35859331806562056,0.6859853662470989
A2_L1_0,17-AAG (Tanespimycin),449,-0.0439,0.3529532890093231,0.6841745256560913
A1_L1_4,MLN8054,452,-0.0438,0.3528810372817328,0.6841745256560913
A2_L1_0,Axitinib (AG-013736),476,-0.0438,0.339946740633034,0.6731899716124281
A1_L1_10,PI-103,452,-0.0438,0.3532656220590469,0.6841745256560913
A0_L1_4,DBZ,366,-0.0438,0.40348455855012444,0.7242768772064264
A0_L1_6,Linifanib (ABT-869),453,-0.0437,0.3531886288329589,0.6841745256560913
A2_L1_4,Vatalanib (PTK787),452,-0.0437,0.3537869727984758,0.6842839908458695
A1_L1_7,Axitinib (AG-013736),476,-0.0437,0.34157766756114294,0.6748217064396529
A2_L1_4,17-AAG (Tanespimycin),449,-0.0437,0.35552451673719865,0.685269632263468
A0_L1_6,Doramapimod (BIRB 796),454,-0.0436,0.3541694929502365,0.6842839908458695
A1_L1_16,Masitinib (AB-1010),448,-0.0436,0.35698855961188336,0.685648058282541
A1_L1_0,Vatalanib (PTK787),452,-0.0436,0.3552444973652762,0.6852584559994648
A2_L1_3,Azacytidine,367,-0.0436,0.4051275287592019,0.7242768772064264
A1_L1_0,AZD1480,456,-0.0435,0.35440441523675303,0.6843062517807128
A3_L1_4,PHT-427,448,-0.0435,0.3581283144780628,0.6858241377495423
A1_L1_5,NF-kB Activation Inhibitor,441,-0.0433,0.364163756442226,0.6915207626161719
A1_L1_6,Vatalanib (PTK787),452,-0.0433,0.3580724348017248,0.6858241377495423
A3_L1_8,Pazopanib (GW786034),467,-0.0431,0.35266035784527194,0.6841745256560913
A3_L1_9,Afatinib (BIBW-2992),459,-0.0431,0.3563975000987064,0.6855613071739884
A3_L1_0,Vismodegib (GDC-0449),457,-0.0431,0.3581412014257275,0.6858241377495423
A1_basin_edge_0,Pelitinib (EKB-569),452,-0.043,0.36195945764007975,0.6889158722256098
A3_L1_5,Afatinib (BIBW-2992),459,-0.0429,0.35885715982191757,0.6859931548605818
A1_L1_8,NF-kB Activation Inhibitor,441,-0.0429,0.3691006380171761,0.697395305108519
A1_L1_12,OTX-015,292,-0.0429,0.46551778064376037,0.7661984981473066
A1_L1_6,DBZ,366,-0.0429,0.4127219416985106,0.7311074395802187
A1_L1_5,PRT062607,447,-0.0427,0.36781406902959035,0.696532445932639
A0_L1_6,Tofacitinib (CP-690550),458,-0.0427,0.3620398088965684,0.6889158722256098
A0_L1_11,TG101348,85,-0.0426,0.698913424120071,0.8903355721274789
A3_L1_8,Midostaurin,462,-0.0425,0.3623475256980183,0.6889158722256098
A0_L1_6,Bortezomib (Velcade),463,-0.0425,0.3618216414167037,0.6889158722256098
A3_L1_7,Bortezomib (Velcade),463,-0.0425,0.36114893643496904,0.6889158722256098
A1_L1_4,Staurosporine,89,-0.0424,0.693319147966077,0.8864811040622188
A3_L1_4,ABT-737,236,-0.0424,0.517059333393835,0.7995958850928443
A3_L1_7,Lestaurtinib (CEP-701),84,-0.0422,0.7032386425883264,0.8931404183040521
A1_L1_14,PP242,458,-0.0421,0.3691695792526063,0.697395305108519
A1_L1_6,Etomoxir,44,-0.0421,0.7862057729121107,0.9272352657513955
A3_L1_13,Afatinib (BIBW-2992),459,-0.0421,0.3683859019782867,0.6970647869333763
A1_L1_15,Baiclein,45,-0.0421,0.7834203975419441,0.9258876219519737
A3_L1_0,TG100-115,451,-0.0419,0.37497220958129485,0.702327540223966
A0_L1_11,Ralimetinib (LY2228820),42,-0.0419,0.792227590885986,0.9302946493235207
A0_L1_4,Roscovitine (CYC-202),462,-0.0419,0.3688996281548661,0.697395305108519
A0_L1_6,KN92,85,-0.0419,0.7032611087131426,0.8931404183040521
A1_L1_2,Vargetef,452,-0.0418,0.3758249692637856,0.7028553034644567
A3_L1_3,Indisulam,117,-0.0418,0.6544738322513104,0.8727682723820939
A1_L1_5,Lapatinib,464,-0.0417,0.370113779003176,0.6980829027361796
A1_L1_12,Nutlin 3a,323,-0.0416,0.45673527099500644,0.7595919206462016
A2_L1_9,GSK-1904529A,452,-0.0416,0.3773530272046639,0.7034241637609489
A3_L1_8,Tivozanib (AV-951),448,-0.0415,0.38137443050396713,0.7076824195361285
A3_L1_9,JQ1,348,-0.0415,0.44064110182214367,0.7497186694010128
A2_L1_7,GSK-1838705A,453,-0.0413,0.3806830190755087,0.706868738624784
A1_L1_7,Doramapimod (BIRB 796),454,-0.0413,0.38043662490411,0.706622850331181
A0_L1_11,CYT387,455,-0.0413,0.379239494408638,0.7048216023182121
A1_L1_10,KU-55933,453,-0.0412,0.3814636525951196,0.7076824195361285
A3_L1_3,Azacytidine,367,-0.0411,0.43208751067966655,0.7443261432811643
A1_L1_7,Lenalidomide,265,-0.0411,0.504892712901453,0.7914643621327682
A1_L1_1,PH-797804,45,-0.041,0.7892731380425794,0.9287260775270493
A1_L1_0,PD173955,453,-0.041,0.3844276438553744,0.7091289524322959
A1_L1_3,Pazopanib (GW786034),467,-0.0409,0.37806394731175164,0.7034803341335114
A1_L1_6,INK-128,458,-0.0409,0.3823189779228692,0.7088949046726937
A1_L1_9,AKT Inhibitor IV,83,-0.0409,0.7136069489847937,0.8971703092839384
A0_L1_6,SNS-032 (BMS-387032),458,-0.0408,0.3841348423775338,0.7091289524322959
A2_L1_3,Nutlin 3a,323,-0.0408,0.46463256360631777,0.7653854488680016
A1_L1_7,Canertinib (CI-1033),455,-0.0408,0.38536906987837605,0.7094086203224262
A1_L1_14,Tofacitinib (CP-690550),458,-0.0408,0.3840400466155942,0.7091289524322959
A1_L1_10,Vemurafenib (PLX-4032),358,-0.0407,0.4426313422044852,0.7505556016079337
A2_L1_0,MGCD-265,448,-0.0406,0.3908062969745302,0.7155933376379465
A1_L1_16,Pazopanib (GW786034),467,-0.0406,0.38127890209637416,0.7076824195361285
A2_L1_0,Masitinib (AB-1010),448,-0.0406,0.39107069774910086,0.7156037010329739
A1_L1_16,JQ1,348,-0.0405,0.4511183419337532,0.7542216788765621
A1_L1_14,GDC-0879,456,-0.0404,0.38902649906306286,0.7138100900239684
A1_L1_14,Vatalanib (PTK787),452,-0.0404,0.3920591231878807,0.7164062964234779
A0_L1_11,Pazopanib (GW786034),467,-0.0403,0.38441606953118646,0.7091289524322959
A3_L1_7,PHT-427,448,-0.0403,0.39501623116957985,0.7187801866024813
A1_L1_5,CHIR-99021,457,-0.0402,0.3917472398437356,0.7160474313181487
A2_L1_12,Go6976,85,-0.0402,0.7150989205582889,0.8978560768451582
A1_L1_15,Alisertib (MLN8237),459,-0.0402,0.390005662330417,0.7147605990093365
A0_L1_6,GDC-0941,424,-0.0402,0.40926063207136476,0.7270532718746309
A1_L1_6,AZD1480,456,-0.0401,0.39244310388591097,0.7168966541227603
A0_L1_13,Tozasertib (VX-680),458,-0.0401,0.3915175071175394,0.7160222644080814
A0_L1_6,MLN120B,453,-0.04,0.3953308141277859,0.7187832984141561
A1_L1_1,VX-745,457,-0.04,0.39348959736258116,0.7177509572368354
A3_L1_3,ABT-737,236,-0.04,0.5412910452423361,0.813592242182039
A1_L1_14,JNJ-28312141,316,-0.04,0.4780901599739307,0.7755518032020854
A3_L1_7,Tandutinib (MLN518),83,-0.04,0.7192420925152283,0.8998489633177436
A1_basin_edge_0,STO609,415,-0.0399,0.4170113254345067,0.7336771718557745
A3_L1_5,Lovastatin,134,-0.0399,0.6473036618986112,0.8698706441724755
A1_basin_edge_0,NVP-TAE684,451,-0.0399,0.39825275282147476,0.7196179023314977
A1_L1_13,Entrectinib,215,-0.0399,0.5609193612668331,0.8231976956425645
A3_L1_4,Motesanib (AMG-706),450,-0.0399,0.3985754639687682,0.7196179023314977
A1_L1_16,p38 MAP Kinase Inhibitor,85,-0.0398,0.7178229521540953,0.8996217244606848
A2_L1_0,KU-55933,453,-0.0398,0.39798152442327694,0.7193954853104684
A3_L1_1,Elesclomol,431,-0.0398,0.40951630948874806,0.7272990887511424
A1_L1_16,Crenolanib,446,-0.0398,0.40192309067814,0.7233749901919616
A1_basin_edge_0,Alisertib (MLN8237),459,-0.0398,0.39449149417645624,0.7186560172762723
A3_L1_13,S31-201,403,-0.0397,0.4268071352825781,0.7407040077569597
A0_L1_13,Bosutinib (SKI-606),456,-0.0397,0.3975036109836101,0.7193954853104684
A3_L1_10,Azacytidine,367,-0.0397,0.4487700768130105,0.7542216788765621
A0_L1_9,NVP-ADW742,444,-0.0397,0.4042830716546826,0.7242768772064264
A1_L1_1,AMPK Inhibitor,85,-0.0397,0.7180886403273496,0.8996217244606848
A3_L1_9,SB-202190,85,-0.0396,0.718685244033842,0.8998078580391399
A0_L1_2,Crizotinib (PF-2341066),470,-0.0395,0.39334705155761784,0.7177020952493322
A3_L1_8,JNJ-28312141,316,-0.0394,0.48563375761320804,0.7792260085926217
A3_L1_7,Linifanib (ABT-869),453,-0.0393,0.4043880161266532,0.7242768772064264
A3_L1_13,Idelalisib,444,-0.0393,0.4090341935220825,0.7270532718746309
A0_L1_13,Alisertib (MLN8237),459,-0.0393,0.40035072466826194,0.7218561364496399
A3_L1_9,NVP-TAE684,451,-0.0393,0.4046490809041169,0.7242768772064264
A2_L1_12,Crenolanib,446,-0.0392,0.4083312243561149,0.7268600605822315
A2_L1_4,Linifanib (ABT-869),453,-0.0392,0.40487935162253774,0.7242768772064264
A1_L1_3,Ruxolitinib (INCB018424),449,-0.0392,0.40728491869081795,0.7258519187735061
A1_L1_2,Idelalisib,444,-0.0392,0.4101324341732083,0.7279762644929549
A1_L1_16,Birinapant,86,-0.0391,0.720730712465476,0.9005502654747988
A1_L1_15,PP2,85,-0.0391,0.7226091369680223,0.9014439938031666
A3_L1_5,Bortezomib (Velcade),463,-0.0391,0.4006953948555293,0.7218561364496399
A2_L1_4,Volasertib (BI-6727),349,-0.0391,0.46645264801189457,0.7668801257116271
A1_L1_2,AKT Inhibitor IV,83,-0.039,0.7263039192097548,0.9035778326686631
A2_L1_3,Etomoxir,44,-0.039,0.8016590859460472,0.933182392713914
A2_L1_12,Rapamycin,466,-0.0389,0.40234162906206383,0.7237267048200053
A0_L1_6,Entrectinib,215,-0.0389,0.5706422546369316,0.8283732097281612
A3_L1_10,A-674563,461,-0.0389,0.40413219043204196,0.7242768772064264
A1_L1_7,BEZ235,449,-0.0389,0.411217091897099,0.7293761555272297
A0_L1_2,PD173955,453,-0.0389,0.4083235491616646,0.7268600605822315
A2_L1_12,CI-1040 (PD184352),461,-0.0388,0.4062552607611928,0.7252469383010064
A3_L1_9,SB-431542,459,-0.0388,0.4072365525831594,0.7258519187735061
A1_basin_edge_0,PLX-4720,88,-0.0388,0.7197013381383537,0.8998489633177436
A0_L1_4,NVP-TAE684,451,-0.0388,0.4112740386650314,0.7293761555272297
A0_L1_4,MLN120B,453,-0.0387,0.41147173941088167,0.7295180967536363
A3_L1_13,ABT-737,236,-0.0386,0.5552360605590207,0.8220980761650779
A1_basin_edge_0,BI-2536,110,-0.0385,0.6899213595212965,0.8856133393441074
A0_L1_11,STO609,415,-0.0384,0.434725398985207,0.7457934348943784
A2_L1_3,PHT-427,448,-0.0384,0.4170326474044658,0.7336771718557745
A1_L1_0,Lenvatinib,343,-0.0383,0.48011888626913246,0.7765967654329508
A2_L1_4,Axitinib (AG-013736),476,-0.0383,0.4049301744660442,0.7242768772064264
A2_L1_3,STO609,415,-0.0382,0.4373670920948757,0.7480485437208908
A0_L1_11,JNJ-38877605,454,-0.0382,0.417020385815143,0.7336771718557745
A0_L1_4,Foretinib (XL880),453,-0.0381,0.41862368008769635,0.7347768788934551
A1_L1_0,Lapatinib,464,-0.0381,0.41239279931314976,0.7307331682599396
A1_L1_10,17-AAG (Tanespimycin),449,-0.0381,0.4209439899611437,0.7366222799207144
A1_L1_14,STO609,415,-0.038,0.4395212073480932,0.749046587564095
A3_L1_0,Lovastatin,134,-0.038,0.6627047922463969,0.8756149982219336
A0_L1_11,Regorafenib (BAY 73-4506),450,-0.038,0.42182413412070774,0.7367069384643345
A3_L1_0,Volasertib (BI-6727),349,-0.038,0.47917141151932285,0.7760874481242951
A0_L1_6,YM-155,459,-0.038,0.4167808512938168,0.7336771718557745
A1_L1_1,BMS-345541,462,-0.0379,0.41635829703790994,0.7336686158706731
A0_L1_2,SB-431542,459,-0.0379,0.41779801426062335,0.7342255352652677
A0_L1_11,Rapamycin,466,-0.0379,0.414464786155579,0.7319350566420302
A2_L1_0,Afatinib (BIBW-2992),459,-0.0379,0.4183764391526147,0.7346173669629599
A1_L1_8,STO609,415,-0.0378,0.44298540293676303,0.7505556016079337
A3_L1_4,Selumetinib (AZD6244),456,-0.0378,0.4205989257956778,0.7366222799207144
A1_L1_14,S31-201,403,-0.0377,0.4505504304081951,0.7542216788765621
A1_L1_1,Regorafenib (BAY 73-4506),450,-0.0377,0.42522639070703483,0.7393993903601184
A0_L1_2,TG100-115,451,-0.0376,0.4254569976325908,0.7395103407126614
A1_L1_15,Crenolanib,446,-0.0376,0.4284062014242871,0.7408977542065773
A1_L1_4,Alisertib (MLN8237),459,-0.0376,0.421516969211593,0.7367069384643345
A3_L1_5,Selinexor,241,-0.0376,0.5611571862426681,0.8231976956425645
A1_L1_1,Sunitinib,488,-0.0375,0.4079205038650642,0.7265461430518236
A1_L1_2,Roscovitine (CYC-202),462,-0.0375,0.42165973458005024,0.7367069384643345
A1_L1_3,S31-201,403,-0.0375,0.4530838904744664,0.7562563930967121
A0_L1_13,Azacytidine,367,-0.0374,0.475360276022318,0.7745686494976008
A0_L1_6,OTX-015,292,-0.0374,0.524220749018367,0.8046247399942109
A1_L1_16,JNJ-7706621,457,-0.0373,0.4268916968075104,0.7407040077569597
A1_L1_4,AT7519,446,-0.0373,0.4322600293871066,0.7443261432811643
A1_L1_4,Ranolazine,45,-0.037,0.8091772365402397,0.9343355494236126
A2_L1_3,GSK-1838705A,453,-0.037,0.43259811246415925,0.7443261432811643
A2_L1_0,Linifanib (ABT-869),453,-0.0369,0.4337649771350832,0.7451767409912762
A1_L1_9,MLN8054,452,-0.0368,0.43556429967731847,0.7462773845422466
A1_L1_12,Nilotinib,472,-0.0368,0.4249208460859316,0.7393993903601184
A0_L1_9,GDC-0941,424,-0.0368,0.4498880579565441,0.7542216788765621
A0_L1_9,Vismodegib (GDC-0449),457,-0.0368,0.4322022762554826,0.7443261432811643
A1_L1_7,Flavopiridol,451,-0.0368,0.4356093313965146,0.7462773845422466
A1_L1_2,INK-128,458,-0.0367,0.4333631106794035,0.7448991644614088
A1_L1_1,Crizotinib (PF-2341066),470,-0.0367,0.4276510355440407,0.7408316346390199
A3_L1_3,SU11274,402,-0.0367,0.46324568477700867,0.7640657743063192
A3_L1_7,KI20227,405,-0.0367,0.46183096116490185,0.7633915511076109
A1_L1_3,XMD 8-87,45,-0.0366,0.8112077017062976,0.9358927708557955
A1_L1_5,Saracatinib (AZD0530),450,-0.0366,0.4383262694400668,0.7488010925465267
A1_L1_1,PRT062607,447,-0.0366,0.4400951079235885,0.7491050659066429
A1_L1_4,PD173955,453,-0.0366,0.4368908677671177,0.7474402263123979
A2_L1_7,Selinexor,241,-0.0365,0.5726681016233985,0.8299797930652685
A2_L1_12,Selinexor,241,-0.0365,0.5726860572150352,0.8299797930652685
A1_L1_16,Regorafenib (BAY 73-4506),450,-0.0364,0.4411233093284943,0.7501274047824095
A0_L1_11,SB-203580,85,-0.0364,0.7409245134444566,0.909166898483581
A1_L1_15,KN93,86,-0.0364,0.7393495666429811,0.9085783425367816
A1_L1_3,Tandutinib (MLN518),83,-0.0364,0.7436293722677633,0.9113465325281939
A0_L1_8,Gefitinib,466,-0.0364,0.4335620151333912,0.7450345049409717
A1_L1_13,Bay 11-7085,343,-0.0364,0.5015527359891506,0.7908567661010854
A1_L1_1,PD173955,453,-0.0363,0.44082672524594513,0.7498287233264361
A0_L1_13,JNK Inhibitor II,82,-0.0363,0.7459810247873202,0.9125145010838144
A1_L1_12,Flavopiridol,451,-0.0363,0.44169280481287976,0.7502727095451656
A2_L1_9,Roscovitine (CYC-202),462,-0.0361,0.4391566197075657,0.7488704449500834
A2_L1_7,Volasertib (BI-6727),349,-0.036,0.5025767191029478,0.7908567661010854
A2_L1_3,Dasatinib,493,-0.0358,0.4273649598225321,0.7407500002515234
A0_L1_11,Dasatinib,493,-0.0357,0.4290086752704668,0.7417327904843543
A3_L1_8,Masitinib (AB-1010),448,-0.0357,0.45116802855954696,0.7542216788765621
A0_L1_4,CHIR-99021,457,-0.0356,0.44730141854813354,0.7538393147103913
A1_L1_12,AGI-6780,297,-0.0355,0.542613929306657,0.813592242182039
A1_L1_14,PI-103,452,-0.0355,0.4511948720892208,0.7542216788765621
A3_L1_3,Tivozanib (AV-951),448,-0.0355,0.4541480972818285,0.7575244022457188
A1_L1_2,Linifanib (ABT-869),453,-0.0355,0.4504454527135756,0.7542216788765621
A3_L1_1,Entrectinib,215,-0.0355,0.6050662683404016,0.8469041049854433
A1_L1_16,Midostaurin,462,-0.0355,0.4462461547046548,0.7533535780086166
A1_L1_1,Ponatinib (AP24534),301,-0.0354,0.5402765118484751,0.813592242182039
A1_L1_1,ABT-737,236,-0.0353,0.5890745065538924,0.8397935021002835
A3_L1_3,CYT387,455,-0.0353,0.45218271784858155,0.7554656024417153
A1_L1_5,AGI-6780,297,-0.0353,0.5448249975670063,0.8155275192939254
A1_L1_8,GSK-1904529A,452,-0.0352,0.4551049219929775,0.7581006223418754
A3_L1_9,SB-203580,85,-0.0352,0.7490595078784301,0.9138935634272004
A3_L1_3,Lestaurtinib (CEP-701),84,-0.0352,0.7506252201543056,0.9145596825040162
A2_L1_7,SR9011,266,-0.0352,0.568033961774778,0.8265299905423588
A1_L1_13,Lenvatinib,343,-0.0351,0.5171269803887399,0.7995958850928443
A0_L1_11,Lovastatin,134,-0.0351,0.6872591945258498,0.8856133393441074
A1_L1_10,LY-333531,415,-0.035,0.4773759112793192,0.7752431695624254
A2_L1_3,GDC-0941,424,-0.035,0.4720155090789846,0.7709420854293215
A3_L1_4,Tandutinib (MLN518),83,-0.035,0.7533497452467106,0.9156574045343278
A1_L1_16,Volasertib (BI-6727),349,-0.0348,0.516883165516447,0.7995958850928443
A0_L1_4,H-89,413,-0.0348,0.4804569516467271,0.7765967654329508
A1_L1_4,Volasertib (BI-6727),349,-0.0347,0.5180899782206911,0.8004380426036096
A2_L1_9,PI-103,452,-0.0347,0.462245092035116,0.763616932418103
A3_L1_5,Birinapant,86,-0.0347,0.7513685593603299,0.9145596825040162
A1_basin_edge_0,S31-201,403,-0.0347,0.4872891959204845,0.7800820257526937
A1_L1_15,Neratinib (HKI-272),453,-0.0346,0.46314125305221576,0.7640657743063192
A1_L1_6,JNK Inhibitor II,82,-0.0346,0.7574086548251973,0.9169395638831
A3_L1_1,Nilotinib,472,-0.0346,0.45274286544457853,0.755994011784645
A1_basin_edge_0,Tozasertib (VX-680),458,-0.0346,0.4599864657835263,0.7621899698931286
A3_L1_3,Nutlin 3a,323,-0.0345,0.5367864795441001,0.8120704871122606
A3_L1_7,BMS-754807,41,-0.0345,0.8304560962708671,0.9461278568319325
A1_L1_7,Lapatinib,464,-0.0345,0.4591003237431863,0.7618810951220842
A1_L1_5,AT-101,85,-0.0345,0.7539819187463159,0.9157077171845561
A3_L1_13,Alisertib (MLN8237),459,-0.0344,0.4616511070319831,0.7633915511076109
A1_L1_0,CHIR-99021,457,-0.0344,0.4631808678227085,0.7640657743063192
A2_L1_4,Trametinib (GSK1120212),484,-0.0344,0.4506477164493663,0.7542216788765621
A0_L1_4,MK-2206,448,-0.0344,0.468228475778535,0.7686749593606441
A1_L1_2,Bay 11-7085,343,-0.0344,0.5248534380245164,0.8046714430642933
A3_L1_8,MLN120B,453,-0.0343,0.46630250503177684,0.7668801257116271
A1_L1_15,XAV-939,270,-0.0343,0.5748799084754261,0.8312162855754762
A1_L1_10,S31-201,403,-0.0343,0.4925212045897275,0.7846644112180667
A1_L1_9,YM-155,459,-0.0342,0.4649519275257684,0.7656578886214512
A3_L1_4,BMS-754807,41,-0.0341,0.8325661304542088,0.9469803855100645
A1_L1_3,AT7519,446,-0.034,0.47405309734162304,0.7732515663030947
A0_L1_13,NVP-TAE684,451,-0.034,0.47180556776587423,0.770802245098398
A0_L1_11,AKT Inhibitor IV,83,-0.0339,0.7612346056588598,0.9180274848586629
A2_L1_3,PP242,458,-0.0339,0.4695010996558783,0.7694704778922669
A1_L1_1,CYT387,455,-0.0339,0.4708240760174177,0.7698072972858624
A3_L1_7,AT7519,446,-0.0338,0.4767606355546812,0.7752205456173678
A0_L1_2,PP2,85,-0.0338,0.7587089929335415,0.9174748988244767
A2_L1_0,KN93,86,-0.0338,0.7572575788993792,0.9169395638831
A3_L1_3,Canertinib (CI-1033),455,-0.0338,0.4714189047227495,0.7703735396101863
A1_L1_14,Crizotinib (PF-2341066),470,-0.0337,0.4658003357105993,0.7664442891204128
A2_L1_9,BMS-345541,462,-0.0337,0.47020745152363685,0.7695440573527839
A2_L1_7,PHT-427,448,-0.0336,0.4774774172169902,0.7752431695624254
A1_L1_2,GSK690693,447,-0.0336,0.4783729911987228,0.7758076237070577
A0_L1_11,PRT062607,447,-0.0335,0.47976393014194196,0.7764386235656591
A0_L1_4,CI-1040 (PD184352),461,-0.0335,0.47272741547038744,0.7716982559021596
A2_L1_7,AZD1480,456,-0.0335,0.4760211963828428,0.7746276686544948
