state_id,drug,n_samples,spearman_rho,p_value,q_value
A3_L1_13,Etomoxir,44,0.0051,0.9738715415042155,0.9916180209727996
A2_L1_12,Linifanib (ABT-869),453,0.0051,0.9134441767583483,0.9735867106587175
A1_L1_12,AZD1480,456,0.0051,0.9128417919591101,0.9731386838396556
A2_L1_12,Tozasertib (VX-680),458,0.0052,0.911317412656639,0.9728250617202414
A3_L1_13,Tivozanib (AV-951),448,0.0052,0.912125628231822,0.9731386838396556
A3_L1_4,INK-128,458,0.0053,0.9092107857847621,0.9725857266848732
A0_L1_9,GDC-0879,456,0.0054,0.9090459758732623,0.9725772304424894
A1_L1_9,Palbociclib,295,0.0054,0.926424997328169,0.978253419991881
A1_L1_6,PHT-427,448,0.0055,0.9078070866280712,0.9717548233933082
A1_L1_9,Go6976,85,0.0055,0.9600764828344106,0.9889283048221276
A3_L1_10,SB-431542,459,0.0055,0.9060513867590338,0.9712496671300821
A0_L1_13,STO609,415,0.0055,0.9111361902635515,0.9727991010218735
A1_L1_12,17-AAG (Tanespimycin),449,0.0056,0.9065102156794929,0.9713728546859411
A3_L1_10,AGI-6780,297,0.0056,0.9238144015947535,0.9773697059932651
A3_L1_4,TG100-115,451,0.0056,0.9062386007012138,0.9712496671300821
A3_L1_4,A-674563,461,0.0056,0.9046417204346322,0.9711017584398293
A3_L1_9,VX-745,457,0.0057,0.9032800022402551,0.9709252449475123
A1_L1_12,NVP-ADW742,444,0.0059,0.9014417965526491,0.9703019337893097
A0_L1_11,Venetoclax,367,0.0059,0.910589949431416,0.9726840299403958
A3_L1_5,Pelitinib (EKB-569),452,0.0059,0.9001581079669513,0.9703019337893097
A0_L1_4,SU11274,402,0.006,0.9039631065252773,0.9709252449475123
A1_L1_0,STO609,415,0.006,0.90314602580698,0.9709252449475123
A1_L1_12,AT7519,446,0.0061,0.8981050114690203,0.969740695072784
A1_L1_0,Lovastatin,134,0.0061,0.9441977324382022,0.9843662251751897
A1_L1_7,STO609,415,0.0061,0.9019867349298585,0.9707199716308146
A1_L1_9,Motesanib (AMG-706),450,0.0062,0.895667902291874,0.969111761131168
A2_L1_0,Perhexiline maleate,37,0.0062,0.9711165927406125,0.9916180209727996
A2_L1_3,AT7519,446,0.0062,0.8964449249887066,0.969111761131168
A3_L1_9,Volasertib (BI-6727),349,0.0063,0.9071885820647752,0.9715959939197799
A2_L1_3,Masitinib (AB-1010),448,0.0063,0.8934020258242612,0.9680343516446033
A3_L1_13,CI-1040 (PD184352),461,0.0064,0.8901777185657092,0.9658911191997545
A0_L1_11,Vismodegib (GDC-0449),457,0.0064,0.8917533527711061,0.9668184101301015
A3_L1_3,SB-202190,85,0.0065,0.9530052815366687,0.9870489928447591
A3_L1_5,PHT-427,448,0.0066,0.8894281393511059,0.9654625786913713
A2_L1_0,Vatalanib (PTK787),452,0.0066,0.8888824086123305,0.9651612843076092
A2_L1_9,Tofacitinib (CP-690550),458,0.0066,0.8877859950952962,0.964646542164535
A3_L1_4,GDC-0879,456,0.0067,0.886641343045871,0.963980885216565
A2_L1_12,Crizotinib (PF-2341066),470,0.0067,0.885115613934954,0.9634309561208698
A2_L1_12,Sorafenib,494,0.0067,0.882103273378712,0.9628592068570447
A0_L1_13,TG100-115,451,0.0068,0.8847857069168885,0.9633960430928372
A2_L1_7,PI-103,452,0.0068,0.8847065530887075,0.9633960430928372
A1_L1_14,Ponatinib (AP24534),301,0.0068,0.9061786074620721,0.9712496671300821
A3_L1_1,JQ1,348,0.0069,0.8978821422812557,0.9696689221640455
A3_L1_9,Axitinib (AG-013736),476,0.0069,0.8805299282096486,0.9623550694021951
A1_L1_12,Saracatinib (AZD0530),450,0.0069,0.8846445251686442,0.9633960430928372
A3_L1_0,PH-797804,45,0.0069,0.9640300858995718,0.9889283048221276
A1_L1_10,Volasertib (BI-6727),349,0.007,0.8958374729773262,0.969111761131168
A0_L1_4,Lenalidomide,265,0.007,0.9096502635686163,0.9726761793506263
A1_L1_3,PHT-427,448,0.007,0.8829211461552312,0.963004030114757
A3_L1_4,Entrectinib,215,0.007,0.9186073293098728,0.9752394117622503
A3_L1_1,SU11274,402,0.0071,0.8874999464598887,0.9645047621474689
A1_L1_15,GSK690693,447,0.0071,0.8816853854980086,0.9627420553165997
A2_L1_9,JQ1,348,0.0071,0.8944904022714594,0.9685365864622857
A2_L1_7,Palbociclib,295,0.0073,0.9008703200392844,0.9703019337893097
A1_L1_4,Vatalanib (PTK787),452,0.0073,0.8776139062873948,0.9613921160441645
A1_L1_13,Cabozantinib,450,0.0074,0.8758023401756814,0.9611261043997121
A0_L1_13,GSK690693,447,0.0074,0.8766499084726307,0.9611379093565146
A1_L1_3,Ranolazine,45,0.0074,0.9612864251807405,0.9889283048221276
A0_L1_13,Elesclomol,431,0.0074,0.8787128925777794,0.9613921160441645
A3_L1_0,Nilotinib,472,0.0075,0.8716878807950097,0.9589129594609082
A1_L1_7,KN92,85,0.0075,0.9456550911034404,0.9849404274555743
A3_L1_0,AMPK Inhibitor,85,0.0075,0.9455140496082112,0.9849404274555743
A2_L1_12,PD173955,453,0.0075,0.8740061542180644,0.9602761219478999
A1_L1_6,Pazopanib (GW786034),467,0.0075,0.8720403541793591,0.958965980119196
A3_L1_7,GW-2580,440,0.0076,0.8733346063666083,0.9597083586446244
A2_L1_9,AT7519,446,0.0076,0.873234699242542,0.9597083586446244
A1_L1_3,PI-103,452,0.0076,0.8712462177538607,0.9587617040906394
A1_L1_0,Crenolanib,446,0.0077,0.8713377994371592,0.9587617040906394
A2_L1_4,Imatinib,505,0.0077,0.8621905096907732,0.9562828288071713
A3_L1_1,Vemurafenib (PLX-4032),358,0.0077,0.8852687350033218,0.9634309561208698
A0_L1_4,Vandetanib (ZD6474),481,0.0077,0.8658082301794466,0.9562889623210293
A1_L1_13,AMPK Inhibitor,85,0.0078,0.9433943788513298,0.9838206237978029
A3_L1_1,Bay 11-7085,343,0.0078,0.8849258815183401,0.9633960430928372
A1_L1_9,PLX-4720,88,0.0078,0.9425536815337974,0.9838102399847717
A1_L1_2,MLN8054,452,0.0079,0.8665135374763306,0.9564507623915346
A3_L1_8,BI-2536,110,0.0079,0.9347675084452554,0.9815602946518726
A3_L1_0,BI-2536,110,0.0079,0.9346185256054842,0.9815602946518726
A1_L1_3,DBZ,366,0.0079,0.8802265301587456,0.9623354764563962
A1_L1_10,Lenvatinib,343,0.008,0.8828009937739527,0.963004030114757
A1_L1_5,CYT387,455,0.008,0.8642533296191046,0.9562889623210293
A2_L1_0,MLN8054,452,0.008,0.866099937320728,0.9562889623210293
A2_L1_0,GDC-0941,424,0.008,0.8692661458304958,0.9579541599980579
A1_L1_7,KI20227,405,0.008,0.8728605363841837,0.9595275399967977
A1_L1_9,BMS-754807,41,0.008,0.9603373620285058,0.9889283048221276
A3_L1_5,KI20227,405,0.0081,0.8705709926776084,0.9585402512166884
A1_L1_12,INK-128,458,0.0081,0.8631794241431419,0.9562889623210293
A1_L1_13,Tozasertib (VX-680),458,0.0081,0.8632319405192257,0.9562889623210293
A0_L1_9,Selinexor,241,0.0081,0.9008856265288394,0.9703019337893097
A1_L1_15,Bay 11-7085,343,0.0081,0.8811091754507441,0.9626214780254826
A1_L1_9,PHT-427,448,0.0081,0.8640103403986328,0.9562889623210293
A1_L1_2,Artemisinin,196,0.0081,0.9097659942023035,0.9726761793506263
A1_L1_12,Volasertib (BI-6727),349,0.0081,0.8798424246722256,0.9620942714594024
A0_L1_9,SGX-523,453,0.0082,0.8612613738652406,0.9562828288071713
A2_L1_12,Gilteritinib,278,0.0082,0.8913084644763241,0.9667796500617931
A1_L1_2,Vatalanib (PTK787),452,0.0082,0.8620584598308829,0.9562828288071713
A1_L1_5,BI-2536,110,0.0084,0.9307534054673965,0.9804062374953888
A3_L1_0,OTX-015,292,0.0084,0.8861097372931698,0.9636695967755924
A3_L1_13,AMPK Inhibitor,85,0.0084,0.9395095403834381,0.9828540045073272
A1_L1_13,Linifanib (ABT-869),453,0.0084,0.8592879097731375,0.9556206350840274
A1_L1_12,Trametinib (GSK1120212),484,0.0084,0.8534704126453145,0.9530829536024766
A2_L1_0,BEZ235,449,0.0085,0.8574074370529428,0.9545981707441398
A0_L1_8,XMD 8-87,45,0.0086,0.9554750420799549,0.9878060313819798
A0_L1_2,MLN120B,453,0.0086,0.8556549025176814,0.9538803827266378
A1_L1_1,Doramapimod (BIRB 796),454,0.0086,0.8557490766704093,0.9538803827266378
A3_L1_10,MLN8054,452,0.0087,0.8531368283042678,0.9528927450723648
A1_L1_9,BEZ235,449,0.0087,0.8540554063050418,0.9531454560157523
A1_L1_16,Entospletinib (GS-9973),313,0.0087,0.8781751593759666,0.9613921160441645
A1_L1_9,Lapatinib,464,0.0088,0.8508274802705209,0.9522437402124823
A0_L1_6,S31-201,403,0.0088,0.8607074924231961,0.9562166521451824
A3_L1_10,Dovitinib (CHIR-258),455,0.0088,0.8520536377907301,0.9525302117386452
A1_L1_9,Vandetanib (ZD6474),481,0.0089,0.8463667072704705,0.9517327501249166
A1_L1_2,CI-1040 (PD184352),461,0.0089,0.8496589100611975,0.9522437402124823
A0_L1_9,DBZ,366,0.0089,0.8657117887126711,0.9562889623210293
A0_L1_6,Trametinib (GSK1120212),484,0.009,0.844073162962042,0.9517327501249166
A1_L1_8,TG100-115,451,0.009,0.8495780748718708,0.9522437402124823
A1_L1_12,BEZ235,449,0.009,0.8491602043860993,0.9522437402124823
A2_L1_9,JAK Inhibitor I,448,0.0091,0.847425086692202,0.9518097005403428
A0_L1_6,AZD1480,456,0.0091,0.8458965776595619,0.9517327501249166
A2_L1_3,Foretinib (XL880),453,0.0091,0.8465816317643412,0.9517327501249166
A0_L1_13,BLZ945,45,0.0091,0.9527380484931418,0.9870205234706161
A1_L1_12,Pazopanib (GW786034),467,0.0091,0.8440187271335193,0.9517327501249166
A1_L1_13,Trametinib (GSK1120212),484,0.0091,0.8419634916260618,0.9511978221723001
A0_L1_2,AZD1480,456,0.0091,0.8460644234244741,0.9517327501249166
A3_L1_13,Nutlin 3a,323,0.0091,0.8699531126775886,0.9583705221394899
A1_L1_10,BLZ945,45,0.0092,0.9523943951924411,0.9870205234706161
A0_L1_13,Canertinib (CI-1033),455,0.0092,0.8455349163555551,0.9517327501249166
A1_L1_3,GSK-1904529A,452,0.0092,0.8461081469835541,0.9517327501249166
A0_L1_6,PRT062607,447,0.0092,0.8464436111477214,0.9517327501249166
A1_L1_10,Crenolanib,446,0.0092,0.8464105740052521,0.9517327501249166
A3_L1_9,PRT062607,447,0.0093,0.843784248464124,0.9517327501249166
A3_L1_13,Crizotinib (PF-2341066),470,0.0093,0.8410869952107924,0.9511143042866047
A2_L1_3,Vargetef,452,0.0094,0.8428256216483372,0.9516284250552189
A3_L1_0,PLX-4720,88,0.0094,0.9303781998270392,0.9804062374953888
A1_L1_13,Doramapimod (BIRB 796),454,0.0094,0.8417361592936452,0.9511143042866047
A1_L1_9,SU11274,402,0.0094,0.8503089696678393,0.9522437402124823
A1_L1_12,Venetoclax,367,0.0094,0.8568789887813298,0.9544720448637458
A0_L1_13,Tivozanib (AV-951),448,0.0095,0.8417062676939779,0.9511143042866047
A3_L1_10,CYT387,455,0.0095,0.8404121992429414,0.9510048613444492
A1_L1_4,KI20227,405,0.0095,0.8484369480645395,0.9522437402124823
A3_L1_10,Vemurafenib (PLX-4032),358,0.0096,0.8570235280252376,0.9544720448637458
A3_L1_1,Vismodegib (GDC-0449),457,0.0096,0.8385553205073093,0.9502911692826389
A3_L1_8,H-89,413,0.0096,0.8454186985159517,0.9517327501249166
A1_L1_10,SU11274,402,0.0098,0.844657109828433,0.9517327501249166
A0_L1_13,Go6976,85,0.0098,0.9293459714443661,0.9796645114256006
A3_L1_4,AMPK Inhibitor,85,0.0098,0.9292761180483032,0.9796645114256006
A3_L1_10,Regorafenib (BAY 73-4506),450,0.0098,0.8354972233332598,0.9490807593745347
A0_L1_4,Baiclein,45,0.0099,0.948699578221367,0.9859097192377598
A1_L1_14,Sunitinib,488,0.0099,0.8267866588818922,0.9446564599959433
A1_L1_13,PRT062607,447,0.01,0.8331209338140224,0.9470755023188374
A3_L1_13,PD173955,453,0.0101,0.8301660255336109,0.9459712108635154
A0_L1_4,Ranolazine,45,0.0102,0.9469150300081188,0.9850458365856269
A3_L1_10,AGI-5198,299,0.0102,0.8603752365425607,0.9561613001103262
A1_L1_10,Idelalisib,444,0.0103,0.8286134407589504,0.9457240391842305
A1_L1_10,Gilteritinib,278,0.0103,0.8647696293825363,0.9562889623210293
A3_L1_0,Linifanib (ABT-869),453,0.0103,0.8262450313254716,0.9445220115251873
A3_L1_13,Pazopanib (GW786034),467,0.0103,0.8244403347537976,0.9430867297921671
A1_L1_8,PHT-427,448,0.0103,0.8273498344990573,0.9448460073483432
A3_L1_4,Alisertib (MLN8237),459,0.0104,0.8247789622421283,0.9433000490502113
A0_L1_6,KI20227,405,0.0104,0.8347353428415456,0.948389064617479
A2_L1_12,Masitinib (AB-1010),448,0.0105,0.8241480154535062,0.9430867297921671
A3_L1_9,Birinapant,86,0.0105,0.9235553670250313,0.9773697059932651
A1_L1_1,Vemurafenib (PLX-4032),358,0.0105,0.8432655753634473,0.9516284250552189
A1_L1_3,LY-333531,415,0.0105,0.830839380628027,0.9462936556170248
A2_L1_12,Volasertib (BI-6727),349,0.0106,0.8431801389816331,0.9516284250552189
A2_L1_9,Cytarabine,329,0.0106,0.8477247042554472,0.9518097005403428
A1_L1_4,OTX-015,292,0.0107,0.8559325207061733,0.9538803827266378
A1_L1_10,XAV-939,270,0.0107,0.8610698349865762,0.9562828288071713
A1_L1_5,Selinexor,241,0.0108,0.8678813548520045,0.9571392518786104
A3_L1_1,MLN120B,453,0.0108,0.8187858043868823,0.9399133470095669
A2_L1_3,KN93,86,0.0109,0.9208852059468202,0.9764816618557012
A2_L1_12,Canertinib (CI-1033),455,0.0109,0.8167482223029641,0.9389651359685476
A0_L1_9,Linifanib (ABT-869),453,0.0109,0.8174458403249953,0.9394187599657037
A2_L1_9,Masitinib (AB-1010),448,0.011,0.8164555115580758,0.9388027024592118
A1_L1_2,S31-201,403,0.011,0.8262906834306412,0.9445220115251873
A1_L1_1,YM-155,459,0.011,0.8148423746902062,0.937991593590657
A2_L1_12,Sunitinib,488,0.011,0.8091827235715481,0.9343355494236126
A1_L1_1,Gilteritinib,278,0.011,0.8557688909871785,0.9538803827266378
A1_L1_13,MK-2206,448,0.011,0.8169470391855632,0.9390195852707623
A3_L1_13,CYT387,455,0.0111,0.8130589075145266,0.9366341929747426
A3_L1_7,PD173955,453,0.0112,0.812850630440384,0.9366341929747426
A3_L1_13,NVP-TAE684,451,0.0112,0.8121631985999119,0.9363898190615416
A3_L1_1,Canertinib (CI-1033),455,0.0112,0.8122426527278985,0.9363898190615416
A1_L1_6,BI-2536,110,0.0112,0.9073769063604034,0.9716298479161487
A3_L1_3,AGI-6780,297,0.0113,0.8464988066421798,0.9517327501249166
A3_L1_9,Vatalanib (PTK787),452,0.0113,0.8107424227457147,0.935612150019566
A1_L1_2,Etomoxir,44,0.0114,0.9412500265543121,0.9836086574476209
A2_L1_12,Tandutinib (MLN518),83,0.0114,0.9187699038876297,0.9752394117622503
A1_L1_0,JNJ-7706621,457,0.0114,0.8071666912675046,0.9343355494236126
A1_L1_10,SB-431542,459,0.0115,0.8063441030582562,0.9339311486944122
A1_L1_7,Imatinib,505,0.0115,0.7973903426029726,0.9325443336603814
A2_L1_3,GSK-1904529A,452,0.0115,0.8074700334901334,0.9343355494236126
A3_L1_0,GDC-0879,456,0.0115,0.8062165755833098,0.9339311486944122
A3_L1_7,Dasatinib,493,0.0115,0.7987179521100206,0.933182392713914
A3_L1_10,17-AAG (Tanespimycin),449,0.0116,0.8056523831071611,0.9338975539996041
A1_basin_edge_0,Vargetef,452,0.0116,0.8061683259249648,0.9339311486944122
A0_L1_11,AZD1480,456,0.0116,0.8040945774105027,0.9332456318750807
A2_L1_0,INK-128,458,0.0117,0.8021574227604351,0.933182392713914
A1_L1_10,Afatinib (BIBW-2992),459,0.0117,0.8022044357581206,0.933182392713914
A1_L1_7,BMS-345541,462,0.0117,0.8021875400864408,0.933182392713914
A2_L1_4,Doramapimod (BIRB 796),454,0.0117,0.8034945947955907,0.9332456318750807
A2_L1_7,KU-55933,453,0.0118,0.8016364027289898,0.933182392713914
A2_L1_3,TG100-115,451,0.0118,0.8022658048022727,0.933182392713914
A2_L1_3,Nilotinib,472,0.0118,0.79880070049558,0.933182392713914
A3_L1_4,Nutlin 3a,323,0.0118,0.832699778163727,0.9469803855100645
A3_L1_3,AMPK Inhibitor,85,0.0118,0.9144748023440253,0.9740154225275652
A1_L1_4,Tozasertib (VX-680),458,0.0118,0.8017067167912355,0.933182392713914
A0_L1_11,Bortezomib (Velcade),463,0.0118,0.8002144239012055,0.933182392713914
A1_L1_9,NF-kB Activation Inhibitor,441,0.0118,0.804860226358184,0.9334331095063113
A1_L1_15,JAK Inhibitor I,448,0.0119,0.8015231469649571,0.933182392713914
A1_L1_7,SGX-523,453,0.0119,0.8007866809436657,0.933182392713914
A0_L1_8,ABT-737,236,0.0119,0.8560307176598407,0.9538803827266378
A1_L1_13,PD173955,453,0.0119,0.8004567698732873,0.933182392713914
A3_L1_5,Rapamycin,466,0.012,0.7965724516895913,0.9322558647761924
A1_L1_13,GDC-0879,456,0.0122,0.795811196470459,0.9320040457341983
A2_L1_7,Gilteritinib,278,0.0122,0.8393485712870887,0.9506795138759839
A3_L1_10,PH-797804,45,0.0123,0.9363284633388668,0.9824397482993694
A1_L1_12,PP2,85,0.0123,0.9108136618878941,0.9726840299403958
A1_L1_9,MLN120B,453,0.0123,0.7940977331786304,0.9304922169461276
A1_L1_7,GSK690693,447,0.0123,0.7953658464677615,0.9316584636501268
A2_L1_3,PHA-665752,452,0.0123,0.7939872170837016,0.9304922169461276
A2_L1_9,MLN120B,453,0.0123,0.7938126337204741,0.9304922169461276
A3_L1_5,GSK-1838705A,453,0.0123,0.7942201309804688,0.9304922169461276
A3_L1_5,Imatinib,505,0.0123,0.7828469046082296,0.9257478032359902
A2_L1_0,Vemurafenib (PLX-4032),358,0.0125,0.8132226969058238,0.9366488428044041
A1_L1_14,Sorafenib,494,0.0125,0.7813704991230507,0.9248753521502318
A3_L1_13,Motesanib (AMG-706),450,0.0126,0.7896585803640788,0.9287260775270493
A1_L1_12,MK-2206,448,0.0127,0.7892466340932476,0.9287260775270493
A1_basin_edge_0,JNJ-28312141,316,0.0128,0.8206751577460256,0.94086279179463
A1_L1_12,Doramapimod (BIRB 796),454,0.0128,0.7859798407051317,0.927145169781548
A1_L1_14,AGI-6780,297,0.0129,0.8243265779976001,0.9430867297921671
A3_L1_9,GSK-1838705A,453,0.0129,0.7836402543316484,0.9259709504204726
A0_L1_13,Entrectinib,215,0.013,0.8497148005657729,0.9522437402124823
A0_L1_6,Metformin,43,0.013,0.9339860755973792,0.9814768930006358
A3_L1_0,Birinapant,86,0.013,0.9052211873586264,0.971166527361738
A1_L1_9,SGX-523,453,0.0131,0.7806381052353399,0.9243613927538403
A1_L1_3,Volasertib (BI-6727),349,0.0131,0.8076282332964294,0.9343355494236126
A3_L1_13,PLX-4720,88,0.0131,0.9035616013880741,0.9709252449475123
A1_L1_7,MLN8054,452,0.0131,0.7819023663645749,0.9253282442184319
A1_L1_12,PHT-427,448,0.0131,0.7828235512195467,0.9257478032359902
A3_L1_4,Azacytidine,367,0.0132,0.8007356144257787,0.933182392713914
A3_L1_13,Doramapimod (BIRB 796),454,0.0132,0.7794791680869382,0.9239400279300688
A1_L1_5,GW-2580,440,0.0132,0.7831854805197429,0.9257864593369697
A3_L1_13,GSK690693,447,0.0133,0.7789070229801971,0.9235462884829264
A2_L1_9,SU11274,402,0.0133,0.7899547153248923,0.9287795606291759
A3_L1_1,AZD1480,456,0.0133,0.7774771775616263,0.9230884078996786
A1_L1_13,SNS-032 (BMS-387032),458,0.0133,0.7765175649739107,0.9226540634032668
A0_L1_11,BMS-345541,462,0.0133,0.7755887064265503,0.9223503113560411
A3_L1_8,GDC-0879,456,0.0133,0.7777852338857173,0.9230884078996786
A1_L1_3,Vandetanib (ZD6474),481,0.0134,0.7692435114455903,0.9202159732016654
A3_L1_10,Lovastatin,134,0.0134,0.8782608024686935,0.9613921160441645
A0_L1_2,JNJ-7706621,457,0.0135,0.77359944985818,0.9221912303635292
A1_L1_8,JQ1,348,0.0135,0.8023390640638475,0.933182392713914
A3_L1_5,Selumetinib (AZD6244),456,0.0135,0.7731214054584995,0.9221878581959788
A2_L1_3,Tofacitinib (CP-690550),458,0.0135,0.7728186759727614,0.9221878581959788
A0_L1_9,PI-103,452,0.0135,0.7741284301548661,0.922337902745558
A2_L1_0,JQ1,348,0.0135,0.8023863444448187,0.933182392713914
A3_L1_0,Elesclomol,431,0.0136,0.7782230819502612,0.9230884078996786
A3_L1_9,JNJ-28312141,316,0.0136,0.8091495626395173,0.9343355494236126
A2_L1_9,Vismodegib (GDC-0449),457,0.0137,0.7700299575082838,0.9202159732016654
A1_L1_6,Ralimetinib (LY2228820),42,0.0137,0.9314074800971646,0.9806833765898031
A2_L1_12,Motesanib (AMG-706),450,0.0137,0.7722091130974149,0.9217744515217505
A0_L1_6,PI-103,452,0.0137,0.7707811279040699,0.9207789967254786
A2_L1_3,Ponatinib (AP24534),301,0.0138,0.8121394413933491,0.9363898190615416
A0_L1_9,PP242,458,0.0138,0.7675482413716419,0.919930233231042
A2_L1_12,Lovastatin,134,0.0138,0.8744053039536928,0.9605444515437448
A2_L1_4,Idelalisib,444,0.0139,0.7697964410204408,0.9202159732016654
A1_L1_9,Selinexor,241,0.0139,0.8301037272097258,0.9459712108635154
A2_L1_4,VX-745,457,0.0139,0.766534682605295,0.9194263943031203
A1_L1_7,Entospletinib (GS-9973),313,0.0139,0.8058180839393092,0.9338975539996041
A1_basin_edge_0,JNJ-7706621,457,0.014,0.7659709578177403,0.9193151675078448
A2_L1_9,AZD1152-HQPA (AZD2811),455,0.014,0.7656821663466118,0.9192930734603008
A0_L1_2,Ponatinib (AP24534),301,0.014,0.8089178267516361,0.9343355494236126
A3_L1_9,BMS-345541,462,0.0141,0.7617781872872748,0.9180274848586629
A3_L1_10,AZD1480,456,0.0141,0.7632727760633149,0.9180274848586629
A2_L1_9,Volasertib (BI-6727),349,0.0141,0.7929493494274742,0.9302946493235207
A1_L1_10,Lapatinib,464,0.0141,0.7613861163776579,0.9180274848586629
A1_L1_12,SB-202190,85,0.0142,0.8970328720175305,0.9692582444246581
A1_L1_1,Gefitinib,466,0.0142,0.7595888509446335,0.9174748988244767
A1_L1_0,Sunitinib,488,0.0142,0.7549952918610429,0.9158709328355122
A1_L1_13,Regorafenib (BAY 73-4506),450,0.0142,0.7637848007489223,0.9180274848586629
A1_L1_3,PD173955,453,0.0142,0.7627422288182586,0.9180274848586629
A0_L1_2,Perhexiline maleate,37,0.0142,0.9334061780099114,0.9812707939988283
A0_L1_6,Vemurafenib (PLX-4032),358,0.0143,0.7874188946324001,0.927783570262425
A0_L1_6,Alisertib (MLN8237),459,0.0144,0.7580688487613381,0.9172573892116113
A1_L1_7,GW-2580,440,0.0144,0.7632435552991319,0.9180274848586629
A1_L1_10,MK-2206,448,0.0144,0.7619511190310788,0.9180274848586629
A1_L1_6,Bosutinib (SKI-606),456,0.0144,0.7595170588900937,0.9174748988244767
A1_L1_6,Rapamycin,466,0.0145,0.754285211104613,0.9158252965818371
A1_L1_3,KI20227,405,0.0146,0.769957706031112,0.9202159732016654
A3_L1_9,PP242,458,0.0146,0.7554128717613336,0.9160101320008348
A1_L1_5,Bortezomib (Velcade),463,0.0146,0.7537726470674337,0.9157077171845561
A1_L1_14,Lestaurtinib (CEP-701),84,0.0146,0.8952797001653989,0.9690527480840562
A1_L1_0,Azacytidine,367,0.0147,0.778678755356991,0.9234522347385892
A1_L1_10,BEZ235,449,0.0148,0.754724986677962,0.9158709328355122
A1_L1_10,Masitinib (AB-1010),448,0.0148,0.7550817349548581,0.9158709328355122
A2_L1_12,NVP-AEW541,44,0.0148,0.9240403457615981,0.9773697059932651
A3_L1_7,Vismodegib (GDC-0449),457,0.0148,0.7521708575595771,0.9148961058005557
A0_L1_13,CHIR-99021,457,0.0148,0.7522807011889086,0.9148961058005557
A3_L1_1,Azacytidine,367,0.0149,0.7764888186353802,0.9226540634032668
A0_L1_13,NVP-AEW541,44,0.0149,0.9233190610322329,0.9773697059932651
A2_L1_3,CYT387,455,0.0149,0.7506718663306499,0.9145596825040162
A3_L1_5,Doramapimod (BIRB 796),454,0.0149,0.7513986226857033,0.9145596825040162
A3_L1_9,BMS-754807,41,0.015,0.9259213155590216,0.9781414476854546
A0_L1_13,Gilteritinib,278,0.015,0.8039784816900968,0.9332456318750807
A1_L1_1,BI-2536,110,0.015,0.8764832125118163,0.9611379093565146
A3_L1_8,Foretinib (XL880),453,0.0151,0.7486945753273346,0.9138935634272004
A1_L1_13,AZD1152-HQPA (AZD2811),455,0.0151,0.7481380872955854,0.9134415402191077
A2_L1_0,Motesanib (AMG-706),450,0.0151,0.7498457309716201,0.9144460133800246
A1_L1_16,Afatinib (BIBW-2992),459,0.0151,0.746603963279354,0.9130068190003934
A1_L1_4,CYT387,455,0.0151,0.7481022328904177,0.9134415402191077
A3_L1_1,OTX-015,292,0.0151,0.7967780366853296,0.9322558647761924
A0_L1_2,Lovastatin,134,0.0151,0.8626326286985095,0.9562889623210293
A1_L1_3,PRT062607,447,0.0151,0.750917091094528,0.9145596825040162
A1_L1_7,OTX-015,292,0.0151,0.7966471226827585,0.9322558647761924
A1_L1_1,A-674563,461,0.0153,0.7438368214119369,0.9114206112162072
A1_L1_15,AZD1152-HQPA (AZD2811),455,0.0154,0.7432742051622541,0.9110913546868279
A1_L1_12,Ponatinib (AP24534),301,0.0155,0.7886244643786218,0.9287260775270493
A0_L1_13,Lestaurtinib (CEP-701),84,0.0155,0.8888469035115554,0.9651612843076092
A1_L1_1,Vismodegib (GDC-0449),457,0.0156,0.7388398390711695,0.9085783425367816
A0_L1_13,KI20227,405,0.0156,0.7543741596199101,0.9158252965818371
A2_L1_7,Pazopanib (GW786034),467,0.0156,0.7373003815200743,0.9077672299660443
A3_L1_7,Bay 11-7085,343,0.0156,0.7731504011133383,0.9221878581959788
A1_L1_2,Tofacitinib (CP-690550),458,0.0157,0.7376340813820857,0.9077672299660443
A3_L1_4,JAK Inhibitor I,448,0.0157,0.7396120798037318,0.9085783425367816
A2_L1_9,MK-2206,448,0.0157,0.7408519348795162,0.909166898483581
A1_L1_15,Volasertib (BI-6727),349,0.0158,0.7686021887543075,0.9202159732016654
A1_L1_5,JNJ-38877605,454,0.0158,0.7374590255223474,0.9077672299660443
A3_L1_0,GSK-1838705A,453,0.0158,0.7370941038387373,0.9077672299660443
A3_L1_8,PP242,458,0.0159,0.7343629361571409,0.9073811078308961
A1_L1_12,Dasatinib,493,0.0159,0.7251124824729216,0.9030036111455221
A0_L1_13,Tofacitinib (CP-690550),458,0.0159,0.734926380484487,0.9073811078308961
A1_L1_7,JQ1,348,0.0159,0.7670588561949359,0.9198771582995362
A1_basin_edge_0,ABT-737,236,0.0159,0.8081413640343901,0.9343355494236126
A0_L1_9,Gefitinib,466,0.0159,0.7314568118531386,0.9065417312129498
A3_L1_3,Lapatinib,464,0.0159,0.7320751316014475,0.9065417312129498
A3_L1_5,CI-1040 (PD184352),461,0.0159,0.7333848242938465,0.9068579797809829
A1_L1_10,Selinexor,241,0.016,0.8042470017917026,0.9332456318750807
A1_L1_5,Motesanib (AMG-706),450,0.016,0.7351294211629048,0.9073865043221202
A2_L1_7,PHA-665752,452,0.0161,0.7321702101814382,0.9065417312129498
