group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
A1_L1_10,CD69,4.055964,0.6350532,4.9927999709721884e-05,0.0006401025603810498,0.2717391304347826,0.19228570650842475
A1_L1_10,CRHBP,3.921604,1.9530158,8.796151254034244e-05,0.0010770797453919481,0.09510869565217392,0.025342297955739446
A1_L1_10,ITK,3.5929883,1.5218267,0.00032690734322190324,0.0035923883870538817,0.10144927536231885,0.036856575115006666
A1_L1_10,PCDH9,3.5659478,1.8634607,0.0003625437354726984,0.003912342469129839,0.09148550724637682,0.028608759561205323
A1_L1_10,GCC2,3.5460472,0.5291066,0.00039105623541277264,0.0041881322188770985,0.3070652173913043,0.2504831641124752
A1_L1_10,RORA,3.495134,0.9331213,0.00047382370303917457,0.0049601825488074245,0.14130434782608695,0.07684350926858481
A1_L1_10,DGKA,3.419479,0.9647303,0.0006274120918713383,0.006358906336533834,0.14221014492753623,0.08136211448947928
A1_L1_10,AREG,3.3694298,0.6890658,0.0007532387878010846,0.007507363333565628,0.24456521739130435,0.19076135775920733
A1_L1_10,KIAA1551,3.2031736,0.48939395,0.001359219620572918,0.012704714051781196,0.30434782608695654,0.2496393281977298
A1_L1_10,JUN,3.1562145,0.44159085,0.0015983130033162657,0.01484501241470216,0.3677536231884058,0.31905163731387975
A1_L1_10,MGAT4A,3.1039062,0.8381653,0.001909839593430943,0.017414950699978206,0.14673913043478262,0.09146092495304461
A1_L1_10,SKAP1,2.864542,0.8171204,0.004176126090776227,0.03480105075646856,0.12318840579710146,0.06992949887034869
A1_L1_10,PBX1,2.781431,1.7723205,0.0054119856156624215,0.04352803444232511,0.07246376811594203,0.023436862019217682
A1_L1_10,KIF2A,2.7683516,0.4934055,0.005634062503630644,0.04507250002904515,0.2427536231884058,0.19870974766584099
A1_L1_10,RNF125,2.650277,0.43397608,0.00804258454195659,0.05957470031078955,0.22010869565217392,0.16743337779350517
A1_L1_10,CD48,2.565601,0.39917484,0.010299720425231394,0.07343284834249333,0.276268115942029,0.22723684568690966
A1_L1_10,BEX2,2.3834906,0.6949385,0.017149322113097266,0.1135716696231607,0.11865942028985507,0.07529194000598852
A1_L1_10,ADGRG6,2.30225,1.6719445,0.021321077473048657,0.13638215867621742,0.06068840579710145,0.02000707733347851
A1_L1_10,IKZF1,2.2889261,0.36789834,0.022083643977606014,0.14006539520680347,0.27355072463768115,0.23709067153006505
A1_L1_10,SYNE1,2.2657022,0.42804077,0.023469612991846096,0.14760762887953519,0.16847826086956522,0.12390777690067235
A1_L1_10,CAVIN2,2.2515647,1.324884,0.024349787233756255,0.152289484594575,0.07336956521739131,0.034107303263739557
A1_L1_10,CAVIN1,2.2189038,0.8840599,0.02649326524475135,0.16353867435031696,0.09057971014492754,0.051038462585404364
A1_L1_10,PDE4B,2.1888573,0.46718377,0.028607208136264838,0.17337701900766567,0.17300724637681159,0.13419713095788988
A1_L1_10,TSC22D3,2.1137614,0.27521095,0.03453565082807901,0.20275333167169673,0.3759057971014493,0.34964749435174347
A1_L1_10,GUCY1B3,2.0997412,1.0158745,0.03575160508492001,0.20866695574856034,0.07789855072463768,0.04083077006832349
A1_L1_10,TBC1D4,2.0309563,0.87362576,0.04225942438182504,0.24056598319824501,0.08333333333333333,0.04692816506519313
A1_L1_10,CFH,2.0200274,1.1471311,0.043380544257353444,0.24601442868064333,0.06521739130434782,0.029234831368919616
A1_L1_10,PAG1,2.0169725,0.4748254,0.04369837584490559,0.24734929723531465,0.17119565217391305,0.1375180335901135
A1_L1_10,IKZF3,2.0133011,0.48524666,0.04408295549509394,0.24796441306211603,0.13768115942028986,0.09938209434629937
A1_L1_10,SNORA109,2.0127811,0.22321153,0.04413766552505665,0.24796441306211603,0.595108695652174,0.5774559708196096
A1_L1_10,DST,1.8721354,0.56759906,0.061187880973669395,0.3220414788087863,0.12590579710144928,0.09385633013038626
A1_L1_11,IGLL5,8.633882,7.4512486,5.930464588054378e-18,1.7791393764163135e-14,0.8095238095238095,0.06016032170163232
A1_L1_11,HSP90B1,7.538902,3.3632276,4.7394627362989954e-14,7.109194104448493e-11,0.9761904761904762,0.5785602793724701
A1_L1_11,TXNDC5,7.3550224,5.4311686,1.9089514746029534e-13,1.9089514746029533e-10,0.7142857142857143,0.06952564882668853
A1_L1_11,SSR4,6.9267526,3.40869,4.3061013281477364e-12,3.2295759961108026e-09,0.8571428571428571,0.4374189793380777
A1_L1_11,SEC11C,6.8682275,4.579415,6.500453301334567e-12,3.6902406594998088e-09,0.7142857142857143,0.15439561893171777
A1_L1_11,SLAMF7,6.8500876,5.3269596,7.380481318999618e-12,3.6902406594998088e-09,0.6666666666666666,0.04971030979655546
A1_L1_11,ELL2,6.211404,4.839349,5.251337122985687e-10,2.2505730527081512e-07,0.6190476190476191,0.07841477287758936
A1_L1_11,PRDX4,6.0960064,4.1388884,1.087509429706274e-09,4.0781603613985274e-07,0.6428571428571429,0.12375988782772031
A1_L1_11,MZB1,5.7164397,4.59114,1.0877898574101015e-08,3.625966191367005e-06,0.5714285714285714,0.05791158496256515
A1_L1_11,CD59,5.568685,3.8536053,2.5666925198067554e-08,7.361959318985261e-06,0.5952380952380952,0.100955051720945
A1_L1_11,RNA18S,5.559894,0.76894504,2.699385083627929e-08,7.361959318985261e-06,1.0,0.9999206328209741
A1_L1_11,FAM46C,5.035222,3.979648,4.7729471489632e-07,0.00011932367872407999,0.5238095238095238,0.07397021085213895
A1_L1_11,FKBP11,4.8092194,3.8678157,1.5152101664806287e-06,0.0003496638845724528,0.5,0.06801767242519643
A1_L1_11,SEL1L,4.7674065,3.331252,1.8661278709255238e-06,0.00039988454376975506,0.5476190476190477,0.13706711817772957
A1_L1_11,FCRL5,4.591187,5.3646045,4.407319274266542e-06,0.0008814638548533084,0.42857142857142855,0.01854546416571867
A1_L1_11,PRDM1,4.362442,3.7564774,1.2861856927830976e-05,0.002411598173968308,0.4523809523809524,0.055371835233736344
A1_L1_11,PLPP5,4.342465,3.3782723,1.4089293196064487e-05,0.0024863458581290267,0.47619047619047616,0.0886266832455885
A1_L1_11,HSPA5,4.3016624,2.219478,1.695212917747704e-05,0.00282535486291284,0.8095238095238095,0.49138866107568985
A1_L1_11,ITM2C,4.231046,3.0156188,2.3260671306597893e-05,0.003672737574725983,0.5,0.12965951480197888
A1_L1_11,ELK2AP,4.1532574,4.849003,3.2777548166827734e-05,0.00491663222502416,0.40476190476190477,0.0330696579274584
A1_L1_11,CPNE5,4.0808887,5.0863056,4.486382027843203e-05,0.006374687667474795,0.38095238095238093,0.015185586920288896
A1_L1_11,HERPUD1,4.067222,3.3142707,4.757690832463298e-05,0.006374687667474795,0.4523809523809524,0.09378554988227202
A1_L1_11,BIRC3,4.060954,3.0085378,4.887260545064009e-05,0.006374687667474795,0.5,0.13733167544114924
A1_L1_11,EIF2S2,4.0474005,2.1496766,5.178963090592158e-05,0.006473703863240198,0.6904761904761905,0.3236329003412789
A1_L1_11,CCPG1,4.0078487,2.6003017,6.127435501135832e-05,0.007352922601362998,0.5238095238095238,0.16894626841979946
A1_L1_11,DERL3,3.988875,4.7191715,6.638740618147174e-05,0.007660085328631355,0.38095238095238093,0.02513294002486838
A1_L1_11,JCHAIN,3.9788969,3.9866502,6.923574124575683e-05,0.007692860138417426,0.42857142857142855,0.08053123098494669
A1_L1_11,FKBP2,3.899624,2.8793805,9.634213038116347e-05,0.010322371112267513,0.4523809523809524,0.09939416386676896
A1_L1_11,SYNE2,3.8852012,2.3575387,0.00010224514763671457,0.010577084238280817,0.6190476190476191,0.21733379189925658
A1_L1_11,SDF2L1,3.8704674,3.4955127,0.00010862685424575492,0.010862685424575491,0.40476190476190477,0.05875816820550808
A1_L1_11,TXNDC15,3.8021266,3.2902694,0.00014345935618373506,0.013271734229108413,0.40476190476190477,0.059842852985528716
A1_L1_11,ANKRD36BP2,3.7977948,3.9252346,0.00014598907652019254,0.013271734229108413,0.38095238095238093,0.04000105822905368
A1_L1_11,HIPK2,3.6159084,2.4310408,0.00029929626972960004,0.02565396597682286,0.47619047619047616,0.14182914891928358
A1_L1_11,HMMR,3.6069832,3.4062388,0.0003097776338757833,0.02581480282298194,0.38095238095238093,0.060530701870419854
A1_L1_11,TNFRSF17,3.559383,5.0587993,0.0003717273269798591,0.030140053538907495,0.3333333333333333,0.015873435805180032
A1_L1_11,NUSAP1,3.5520053,2.5573852,0.00038230711197244116,0.030182140418876936,0.4523809523809524,0.1365644593772322
A1_L1_11,DNAJC1,3.5310388,2.0905445,0.00041393100246819864,0.03184084634370759,0.5238095238095238,0.17624804889018228
A1_L1_11,TMEM167A,3.480004,2.0889864,0.0005014062381999173,0.035814731299994094,0.5238095238095238,0.1986560491018281
A1_L1_11,BTG2,3.4660194,2.5717175,0.0005282253895527464,0.036852934154842774,0.42857142857142855,0.11198708960554513
A1_L1_11,STMN1,3.4314425,1.9474127,0.0006003802852337153,0.04007961110921365,0.6428571428571429,0.29585438768221384
A1_L1_11,MKI67,3.431075,2.4935308,0.0006011941666382047,0.04007961110921365,0.4523809523809524,0.14640598957644382
A1_L1_11,CPEB4,3.4100237,2.765573,0.0006495721810608955,0.04176063152207785,0.40476190476190477,0.10333606709172201
A1_L1_11,RNA28S,3.4080663,0.5603214,0.0006542498938458863,0.04176063152207785,1.0,0.9996296198312125
A1_L1_11,RASSF6,3.3370686,5.342472,0.0008466708426680557,0.05291692766675348,0.30952380952380953,0.011719886769491256
A1_L1_11,IRF4,3.3251967,3.9200227,0.0008835619466663355,0.053548323545311305,0.3333333333333333,0.0364824466255721
A1_L1_11,KIF11,3.3223982,2.8638406,0.0008924720590885218,0.053548323545311305,0.38095238095238093,0.08907643059340194
A1_L1_11,HSP90B2P,3.310576,2.426868,0.0009310419816665408,0.05476717539214945,0.42857142857142855,0.14735839572475462
A1_L1_11,CCNA2,3.292959,3.2526226,0.000991389523497209,0.05719554943253129,0.35714285714285715,0.06746210217201513
A1_L1_11,NARS,3.2805147,1.8680247,0.0010361786336159798,0.05865162077071583,0.5476190476190477,0.24262546628217677
A1_L1_11,LMAN2,3.2555768,2.1904209,0.001131622978842628,0.06195569851718614,0.4523809523809524,0.15614169687028756
A1_L1_12,PLEK,18.139914,3.0117915,1.54274934870282e-73,4.6282480461084596e-70,0.652014652014652,0.32779192921303124
A1_L1_12,SOX4,17.476889,3.069256,2.1491283001864995e-68,3.2236924502797492e-65,0.6282051282051282,0.242659873977745
A1_L1_12,GATA2,16.785494,4.5777774,3.116288983621115e-63,3.116288983621115e-60,0.46153846153846156,0.05016758278589623
A1_L1_12,SLC40A1,15.553706,3.8470778,1.5015828096732182e-54,1.1261871072549136e-51,0.46153846153846156,0.09298833623810163
A1_L1_12,RGS18,15.285915,3.2019787,9.49194649808321e-53,5.695167898849925e-50,0.5018315018315018,0.16460651561871564
A1_L1_12,PDZD8,14.981828,3.0241575,9.652612897098009e-51,4.826306448549004e-48,0.5036630036630036,0.15565089154042097
A1_L1_12,LIMS1,14.25156,2.503738,4.3837500663824365e-46,1.8787500284496155e-43,0.5531135531135531,0.2592572730929079
A1_L1_12,CDK6,13.875626,2.1880875,8.901354822005419e-44,3.3380080582520323e-41,0.7362637362637363,0.4154444295481968
A1_L1_12,RAP1B,13.823886,2.090602,1.8292174406615085e-43,6.097391468871695e-41,0.6263736263736264,0.382651830004022
A1_L1_12,FCER1A,13.320113,4.3373294,1.7683965912391742e-40,5.305189773717523e-38,0.36996336996337,0.04156053090226572
A1_L1_12,CPA3,12.128119,4.459754,7.495045242538284e-34,2.0441032479649865e-31,0.33516483516483514,0.03761898377798632
A1_L1_12,ANGPT1,11.772306,2.6133325,5.422148007830487e-32,1.3555370019576218e-29,0.4157509157509158,0.12363587612280466
A1_L1_12,STON2,10.871594,2.9888408,1.5742575108577309e-27,3.3734089518379944e-25,0.3443223443223443,0.07893819546856147
A1_L1_12,RUFY1,10.352059,2.397168,4.0957795772649e-25,8.1915591545298e-23,0.38095238095238093,0.1387853599678241
A1_L1_12,GP1BB,9.8256035,5.3528414,8.734918992718043e-23,1.5414562928325957e-20,0.25457875457875456,0.010832551280332484
A1_L1_12,PIK3CB,9.381821,2.7814083,6.4843076313685125e-21,1.0807179385614187e-18,0.304029304029304,0.07899182196004827
A1_L1_12,MMRN1,9.129152,2.9779394,6.90379921625827e-20,9.862570308940385e-18,0.2857142857142857,0.06287706126826652
A1_L1_12,HMGB1,9.122534,1.0937288,7.33878859470649e-20,1.0007438992781578e-17,0.8974358974358975,0.7571524333020512
A1_L1_12,PDLIM5,8.668943,2.971395,4.361501074678862e-18,5.451876343348577e-16,0.2692307692307692,0.058291996246145596
A1_L1_12,ABCC4,8.493221,3.4153495,2.0098667323892866e-17,2.2331852582103187e-15,0.2454212454212454,0.03544711087277115
A1_L1_12,LMO4,8.473676,2.6675005,2.377684208913109e-17,2.5475187952640454e-15,0.29120879120879123,0.09288108325512803
A1_L1_12,MPIG6B,8.451135,4.061025,2.8848436943479297e-17,2.984321063118548e-15,0.23076923076923078,0.020914331679849844
A1_L1_12,ITGA2B,8.42063,4.8390183,3.744628948598498e-17,3.744628948598498e-15,0.2216117216117216,0.013138490414264646
A1_L1_12,CNRIP1,8.22902,4.472273,1.88751696510499e-16,1.7695471547859283e-14,0.2216117216117216,0.0194127899182196
A1_L1_12,PRKAR2B,8.180322,2.6655185,2.8308796317380367e-16,2.57352693794367e-14,0.27106227106227104,0.07732940072395764
A1_L1_12,PTTG1IP,8.105955,1.403318,5.233294420486134e-16,4.4856809318452575e-14,0.4633699633699634,0.2764713768601689
A1_L1_12,YWHAE,8.034485,1.1174691,9.397308443348952e-16,7.83109036945746e-14,0.6538461538461539,0.4845957903204183
A1_L1_12,GUCY1B3,7.9095097,3.198851,2.5840479416162177e-15,2.0951740067158522e-13,0.23443223443223443,0.03909371229387317
A1_L1_12,LTBP1,7.8743367,5.334797,3.4255480588655093e-15,2.7043800464727705e-13,0.20512820512820512,0.010510792331411717
A1_L1_12,HEMGN,7.8171206,2.3851674,5.404534244868229e-15,4.1573340345140225e-13,0.26556776556776557,0.0688832283147875
A1_L1_12,LRRC75A-AS1,7.7983108,1.0953615,6.274130041481775e-15,4.705597531111331e-13,0.7710622710622711,0.6151762970907628
A1_L1_12,HPGDS,7.754979,4.281263,8.835786937155293e-15,6.465209954016068e-13,0.21062271062271062,0.019117844215042232
A1_L1_12,CYP7B1,7.7213063,3.5394926,1.1514358996530592e-14,8.138420987476405e-13,0.2216117216117216,0.03180050945166912
A1_L1_12,HBD,7.487737,2.7280788,7.007128319464493e-14,4.6714188796429955e-12,0.25274725274725274,0.07156455288912723
A1_L1_12,KIF2A,7.3786516,1.5019181,1.5990085508153733e-13,1.0428316635752435e-11,0.37545787545787546,0.19742592840863388
A1_L1_12,RPLP0,7.3682747,0.75507706,1.7285017571060642e-13,1.1032989938974878e-11,0.9798534798534798,0.9199892747017027
A1_L1_12,C2orf88,7.350055,3.8087332,1.981251621791624e-13,1.238282263619765e-11,0.20512820512820512,0.024212360906287707
A1_L1_12,RAB27B,7.227201,3.1357808,4.930493987903728e-13,2.9582963927422367e-11,0.21611721611721613,0.038262501675827856
A1_L1_12,ITGB3,7.1935143,6.938174,6.314456579247425e-13,3.642955718796591e-11,0.1813186813186813,0.0024131921169057513
A1_L1_12,GATA1,7.0593443,4.2002854,1.672898345616791e-12,9.293879697871062e-11,0.19230769230769232,0.018769272020378067
A1_L1_12,TAL1,7.002215,3.4357631,2.5194702313013974e-12,1.3742564898007622e-10,0.20146520146520147,0.02930687759753318
A1_L1_12,TPM1,6.9627604,2.7521794,3.3366847669359186e-12,1.7875096965728135e-10,0.2216117216117216,0.052446708674085
A1_L1_12,MS4A2,6.9442787,5.599422,3.803994275492492e-12,2.0021022502592063e-10,0.1794871794871795,0.007480895562407829
A1_L1_12,UROD,6.939697,1.8171934,3.929420251132278e-12,2.0289380951374102e-10,0.2857142857142857,0.12122268400589892
A1_L1_12,HSP90AA1,6.9375267,0.8664455,3.990244920436906e-12,2.0289380951374102e-10,0.8461538461538461,0.724064888054699
A1_L1_12,SENP6,6.870981,1.1533526,6.37617569233142e-12,3.18808784616571e-10,0.46703296703296704,0.3048666041024266
A1_L1_12,TPSB2,6.866086,5.2554145,6.5987303817329165e-12,3.245277236917828e-10,0.1794871794871795,0.009438262501675829
A1_L1_12,CAVIN2,6.3870735,3.1102939,1.690905422273014e-10,7.804178872029295e-09,0.19047619047619047,0.032980292264378604
A1_L1_12,FERMT3,6.296642,1.5131104,3.0416335791103104e-10,1.3825607177774138e-08,0.3021978021978022,0.1572328730392814
A1_L1_12,NDUFB6,6.2752967,1.1784112,3.4896863139009355e-10,1.5625461107019113e-08,0.3882783882783883,0.24215042230862047
A1_L1_13,HBB,29.830027,10.830094,1.5942824545687704e-195,4.782847363706312e-192,0.9967845659163987,0.221982414068745
A1_L1_13,HBA2,29.245262,9.8466425,5.1584051119153294e-188,7.737607667872994e-185,0.9710610932475884,0.057900346389555025
A1_L1_13,HBA1,28.187653,9.245277,8.286229215747582e-175,8.286229215747582e-172,0.9389067524115756,0.03181454836131095
A1_L1_13,HBD,27.576931,8.754234,2.1044920619879625e-167,1.578369046490972e-164,0.932475884244373,0.06706634692246204
A1_L1_13,AHSP,25.040396,7.7187104,2.2215074188710176e-138,1.3329044513226105e-135,0.8553054662379421,0.04998667732480682
A1_L1_13,CA1,24.094143,7.730726,2.879272113502642e-128,1.439636056751321e-125,0.8231511254019293,0.04612310151878497
A1_L1_13,HBM,22.4111,8.675239,3.0676718128677185e-111,1.1503769298253945e-108,0.7459807073954984,0.015054622968292034
A1_L1_13,SLC4A1,22.14578,8.219524,1.1455984064661316e-108,3.818661354887105e-106,0.7395498392282959,0.0207300826005862
A1_L1_13,SLC25A37,20.918716,4.2133956,3.617210036677147e-97,9.865118281846764e-95,0.8488745980707395,0.2573407940314415
A1_L1_13,HEMGN,20.565311,6.047254,5.613931923457201e-94,1.4034829808643002e-91,0.7202572347266881,0.06634692246203037
A1_L1_13,GYPA,20.476215,7.4837303,3.5088243554824e-93,8.097286974190154e-91,0.6881028938906752,0.018891553423927523
A1_L1_13,CA2,19.441755,5.6576905,3.422492552877143e-84,7.333912613308164e-82,0.684887459807074,0.06434852118305355
A1_L1_13,GYPB,17.686054,7.2412624,5.370691080392075e-70,1.0070045775735141e-67,0.5916398713826366,0.012043698374633626
A1_L1_13,SPTA1,17.574732,6.0929537,3.847071870921726e-69,6.788950360450104e-67,0.6012861736334405,0.02741806554756195
A1_L1_13,RHAG,16.670195,5.921325,2.158897865145938e-62,3.4087861028620077e-60,0.572347266881029,0.02653876898481215
A1_L1_13,TFRC,16.528395,3.733128,2.2916382803134294e-61,3.4374574204701438e-59,0.6945337620578779,0.15864641620037304
A1_L1_13,HBE1,16.325445,7.060086,6.506523603096572e-60,9.295033718709388e-58,0.5466237942122186,0.01167066346922462
A1_L1_13,PRDX2,15.878143,4.114395,8.979723516737132e-57,1.2245077522823361e-54,0.6109324758842444,0.08683719690913935
A1_L1_13,ALAS2,15.687931,7.0527263,1.8291980399060724e-55,2.3859104868340076e-53,0.5241157556270096,0.00945909938715694
A1_L1_13,SNCA,15.194009,4.566952,3.874817304081779e-52,4.470943043171284e-50,0.5498392282958199,0.04913402611244338
A1_L1_13,BLVRB,14.744664,3.6980224,3.3297114630465908e-49,3.6996794033851013e-47,0.5916398713826366,0.10919264588329336
A1_L1_13,GYPE,13.243263,6.5378094,4.935672951340473e-40,4.935672951340473e-38,0.4437299035369775,0.008739674926725286
A1_L1_13,CENPF,13.170699,3.1565447,1.2939325307765215e-39,1.2521927717192144e-37,0.5980707395498392,0.1626165734079403
A1_L1_13,ANK1,13.142605,4.7560515,1.8765375568291413e-39,1.75925395952732e-37,0.4630225080385852,0.02885691446842526
A1_L1_13,HMBS,13.078146,4.1029696,4.390160961524998e-39,3.99105541956818e-37,0.48231511254019294,0.04881428190780709
A1_L1_13,MKI67,12.902837,3.2931674,4.338293846222911e-38,3.8279063349025685e-36,0.5627009646302251,0.14329869437783108
A1_L1_13,HBG2,12.815082,5.923346,1.3499685547982437e-37,1.1571159041127803e-35,0.44694533762057875,0.02962962962962963
A1_L1_13,HBG1,12.714149,5.9901547,4.934509829068867e-37,4.1120915242240554e-35,0.4405144694533762,0.025393018918198774
A1_L1_13,FECH,12.580199,3.7971816,2.713439126873001e-36,2.2000857785456766e-34,0.4758842443729904,0.05744737543298695
A1_L1_13,HBBP1,12.552603,6.502102,3.8465579572038364e-36,3.036756282003029e-34,0.4212218649517685,0.00913935518252065
A1_L1_13,GYPC,12.450047,2.5737135,1.3976298303408816e-35,1.075099869492986e-33,0.6463022508038585,0.1977351452171596
A1_L1_13,NUSAP1,12.145752,3.0177372,6.042434876200136e-34,4.5318261571501016e-32,0.5337620578778135,0.13362643218758327
A1_L1_13,PRC1,11.985941,3.1800985,4.210343473315994e-33,3.00738819522571e-31,0.49517684887459806,0.09674926725286437
A1_L1_13,UROD,11.712735,2.8131354,1.0968261135830688e-31,7.652275211044666e-30,0.5209003215434084,0.12030375699440447
A1_L1_13,TMEM56,11.43246,4.6667213,2.878388726170177e-30,1.9625377678433025e-28,0.40192926045016075,0.024913402611244338
A1_L1_13,HIST1H2AJ,11.251106,3.2973104,2.2870630004199146e-29,1.491562826360814e-27,0.45980707395498394,0.0927791100452971
A1_L1_13,CPOX,11.10226,4.497421,1.2231234936971532e-28,7.807171236364809e-27,0.39228295819935693,0.025499600319744204
A1_L1_13,HIST1H1B,10.877109,2.5725,1.4818864696938535e-27,8.891318818163121e-26,0.5530546623794212,0.1906474820143885
A1_L1_13,TRIM10,10.503649,6.740973,8.310437744064045e-26,4.794483313883104e-24,0.3504823151125402,0.005409006128430589
A1_L1_13,SELENBP1,10.463352,6.362123,1.2727180560582245e-25,7.204064468254101e-24,0.3504823151125402,0.0066879829469757525
A1_L1_13,H1F0,10.341016,2.7988083,4.596409941283163e-25,2.5071326952453618e-23,0.4533762057877814,0.1037037037037037
A1_L1_13,TOP2A,10.301136,2.6220746,6.963428206977527e-25,3.730407968023675e-23,0.48231511254019294,0.13224087396749268
A1_L1_13,HMGB2,10.220034,1.8389932,1.6128423041836891e-24,8.488643706229943e-23,0.8038585209003215,0.5449240607513989
A1_L1_13,TAL1,9.982947,4.0108976,1.8100850941664556e-23,9.362509107757528e-22,0.36012861736334406,0.029070077271516122
A1_L1_13,DLGAP5,9.756716,3.3484178,1.7265649809992483e-22,8.779143971182619e-21,0.37942122186495175,0.055528910205169195
A1_L1_13,HIST1H4C,9.627538,1.8321726,6.117786200986701e-22,3.008747311960673e-20,0.7845659163987139,0.5189714894750866
A1_L1_13,SPTB,9.253613,5.3035464,2.170284359487922e-20,1.0016697043790408e-18,0.31511254019292606,0.010631494804156675
A1_L1_13,MINPP1,9.2423,3.2060409,2.4125408687245435e-20,1.0966094857838835e-18,0.35691318327974275,0.046416200373034906
A1_L1_13,CENPE,9.226082,2.9465292,2.807123364111838e-20,1.256920909303808e-18,0.38263665594855306,0.07708499866773248
A1_L1_13,RHD,9.077498,4.942814,1.1109871443034728e-19,4.830378888275969e-18,0.31189710610932475,0.012283506528110845
A1_L1_14,MS4A1,23.647686,9.411117,1.2468415143757744e-123,3.7405245431273233e-120,0.7827476038338658,0.017533574930718398
A1_L1_14,HLA-DRA,17.43185,3.2600765,4.729000162467299e-68,7.093500243700949e-65,0.8626198083067093,0.48212001705393304
A1_L1_14,BANK1,16.349144,6.373143,4.411290560710959e-60,4.411290560710959e-57,0.5559105431309904,0.034107866126625454
A1_L1_14,BIRC3,12.988985,3.7802153,1.4128863748178124e-38,8.477318248906874e-36,0.5303514376996805,0.1344596034960563
A1_L1_14,RNA28S,9.915193,0.60246617,3.575665010698602e-23,1.1918883368995339e-20,1.0,0.99962694521424
A1_L1_14,CD79A,9.857352,6.2104845,6.370690598689806e-23,1.9112071796069417e-20,0.33226837060702874,0.01207098699637604
A1_L1_14,IGLL5,8.41076,3.679736,4.073632865182405e-17,8.729213282533726e-15,0.3258785942492013,0.05878277552760605
A1_L1_14,FCRL1,7.55981,8.2564,4.0365877816817454e-14,5.766553973831065e-12,0.24920127795527156,0.0016787465359198465
A1_L1_14,IKZF3,7.342443,2.7234764,2.097298604936096e-13,2.7356068760036037e-11,0.329073482428115,0.0985930505222767
A1_L1_14,MALAT1,7.2681947,0.578745,3.64323182455972e-13,4.55403978069965e-11,0.9840255591054313,0.9893679386058409
A1_L1_14,CD24,7.041452,5.597474,1.9024673669286436e-12,2.0383578931378322e-10,0.23961661341853036,0.010312300149221914
A1_L1_14,CD69,5.9749694,1.8547405,2.3013343360540894e-09,1.5008702191657105e-07,0.35782747603833864,0.19324237902366234
A1_L1_14,HLA-DPA1,5.9063926,1.4704258,3.496805235743745e-09,2.2320033419640927e-07,0.4281150159744409,0.27659347687060326
A1_L1_14,HLA-DQA1,5.801351,2.5297122,6.578266073935991e-09,3.6545922632977734e-07,0.25878594249201275,0.07714240034107867
A1_L1_14,TLR10,5.671061,5.2032375,1.4191591279790147e-08,7.740867970794626e-07,0.19488817891373802,0.010498827542101897
A1_L1_14,TTN,5.5145526,2.5057716,3.496683625540673e-08,1.7483418127703366e-06,0.25878594249201275,0.09297058196546579
A1_L1_14,JCHAIN,5.356018,2.3397977,8.507610188616982e-08,4.051242946960468e-06,0.2523961661341853,0.07948731613728416
A1_L1_14,FAM129C,5.242479,6.1851087,1.5843350837043458e-07,7.3123157709431344e-06,0.1757188498402556,0.004396717117885312
A1_L1_14,ZFP36L1,5.1781235,1.8740928,2.24128801632344e-07,9.888035366132822e-06,0.29073482428115016,0.13813685781283308
A1_L1_14,NFKBIA,5.0517173,1.0815352,4.3785577903340467e-07,1.8243990793058527e-05,0.46645367412140576,0.3740940098060115
A1_L1_14,RCSD1,4.99739,1.3585314,5.811155685032599e-07,2.3040937329066967e-05,0.36421725239616615,0.2517320400767427
A1_L1_14,RNA18S,4.606633,0.23227751,4.092409193493882e-06,0.00014616659743910045,1.0,0.9999200596887657
A1_L1_14,SNORA109,4.5933347,0.67491204,4.362189357448958e-06,0.00015395962438055145,0.597444089456869,0.5778085696013643
A1_L1_14,LBH,4.4680295,1.8164526,7.894336644122945e-06,0.00026610123519515543,0.24600638977635783,0.10333617565551055
A1_L1_14,KIAA1551,4.407319,1.2442342,1.0465792406217715e-05,0.00034885974687392385,0.35782747603833864,0.2503464080153485
A1_L1_14,SP140,4.375001,2.589341,1.214318249221012e-05,0.00039371242607754304,0.18849840255591055,0.0487369430824984
A1_L1_14,APOOL,4.218386,0.6777228,2.4605698382432792e-05,0.0007381709514729837,0.5623003194888179,0.529577915156683
A1_L1_14,FCRLA,4.1419687,5.680134,3.44337106474013e-05,0.0009745389805868291,0.14057507987220447,0.005542528245576636
A1_L1_14,CD48,4.119211,1.1803563,3.80171598758348e-05,0.0010659016787617234,0.3450479233226837,0.22769665316563634
A1_L1_14,RAB30,4.0356207,3.6333919,5.4458085374919956e-05,0.0014457898772102643,0.1501597444089457,0.01931890854828395
A1_L1_14,EBLN3P,3.9186294,1.4498135,8.905394025628347e-05,0.002172047323323987,0.26517571884984026,0.15756235344276273
A1_L1_14,SPIB,3.757541,4.615978,0.00017159134381488974,0.0038131409736642165,0.13099041533546327,0.008553613302067789
A1_L1_14,TMEM154,3.6321113,2.00129,0.0002811118234355113,0.005856496321573152,0.1853035143769968,0.07439778298870177
A1_L1_14,CPNE5,3.5979073,3.9995813,0.0003207879718613826,0.006591533668384574,0.13099041533546327,0.014629076955872948
A1_L1_14,RPS25,3.5682106,0.3380143,0.0003594276102611063,0.007188552205222126,0.9936102236421726,0.9809742059262417
A1_L1_14,LINC01781,3.5181618,4.01,0.00043454720530533575,0.00846520529815589,0.12779552715654952,0.013776380302707312
